price,beds,livings,wc,area,street_width,age,ketchen,ac,furnished,district,advertiser_type,review,onMarket,IsRent
23000,3,1.0,2,150.0,25.0,1.0,1.0,0.0,0.0,حي الرمال,normal_marketer,4.22,34,True
24000,4,1.0,3,155.0,30.0,,0.0,0.0,0.0,حي ظهرة لبن,exclusive_marketer,4.29,2,True
25000,1,1.0,1,2.0,40.0,3.0,1.0,1.0,0.0,حي المونسية,normal_marketer,4.3,62,False
65000,3,2.0,4,170.0,30.0,0.0,1.0,1.0,0.0,حي النرجس,exclusive_marketer,4.68,65,False
150000,3,2.0,4,265.0,35.0,0.0,1.0,1.0,0.0,حي الملقا,exclusive_marketer,4.54,30,False
31000,2,1.0,2,250.0,39.0,4.0,1.0,1.0,0.0,حي الملقا,agent,3.74,37,True
90000,1,1.0,2,128.0,5.0,0.0,1.0,1.0,1.0,حي حطين,exclusive_marketer,,16,True
50000,4,1.0,3,275.0,18.0,4.0,1.0,0.0,0.0,حي النهضة,normal_marketer,4.46,60,False
30000,2,1.0,1,80.0,9.0,5.0,1.0,1.0,0.0,حي غرناطة,exclusive_marketer,4.67,125,False
65000,4,1.0,3,600.0,36.0,0.0,1.0,1.0,0.0,حي قرطبة,exclusive_marketer,4.1,24,True
14000,3,1.0,2,150.0,18.0,6.0,0.0,0.0,0.0,حي عكاظ,owner,,3,True
70000,3,2.0,3,140.0,37.0,0.0,1.0,1.0,0.0,حي الملقا,exclusive_marketer,4.54,29,False
25000,1,1.0,1,80.0,20.0,3.0,1.0,1.0,0.0,حي المونسية,normal_marketer,4.78,53,True
42000,3,1.0,2,140.0,30.0,10.0,1.0,1.0,0.0,حي الورود,exclusive_marketer,4.24,14,True
23000,3,1.0,2,100.0,20.0,0.0,0.0,0.0,0.0,حي الرمال,owner,,31,True
24000,3,1.0,2,,,0.0,1.0,0.0,0.0,حي الرمال,normal_marketer,4.56,86,True
30000,2,1.0,1,100.0,20.0,4.0,1.0,1.0,0.0,حي غرناطة,normal_marketer,4.31,88,True
23000,1,1.0,1,110.0,26.0,0.0,1.0,1.0,0.0,حي اليرموك,owner,4.28,97,False
25000,1,1.0,1,50.0,25.0,5.0,1.0,1.0,0.0,حي الصحافة,owner,4.52,54,False
45000,3,1.0,2,150.0,15.0,2.0,1.0,1.0,0.0,حي النرجس,agent,4.54,42,True
60000,3,3.0,4,160.0,20.0,0.0,1.0,1.0,0.0,حي النرجس,normal_marketer,4.85,13,True
26000,1,1.0,1,120.0,33.0,7.0,1.0,1.0,0.0,حي الملك فيصل,exclusive_marketer,4.43,40,False
23000,1,1.0,1,40.0,25.0,0.0,1.0,1.0,0.0,حي الملك فيصل,exclusive_marketer,4.43,15,True
22000,1,1.0,1,80.0,32.0,3.0,1.0,1.0,0.0,حي اليرموك,exclusive_marketer,1.0,27,False
40000,3,1.0,2,100.0,5.0,0.0,1.0,1.0,0.0,حي اليرموك,owner,4.37,108,False
70000,4,1.0,3,200.0,29.0,9.0,1.0,1.0,0.0,حي الغدير,normal_marketer,4.5,162,False
26000,1,1.0,1,68.0,62.0,3.0,1.0,1.0,0.0,حي الشهداء,exclusive_marketer,4.5,20,True
42000,3,1.0,2,160.0,36.0,0.0,1.0,0.0,0.0,حي قرطبة,normal_marketer,4.2,14,True
90000,3,1.0,3,180.0,5.0,,1.0,1.0,0.0,حي النرجس,exclusive_marketer,4.43,124,False
35000,3,1.0,3,200.0,20.0,2.0,1.0,1.0,0.0,حي النرجس,owner,3.97,31,True
22000,3,1.0,2,300.0,18.0,,1.0,0.0,0.0,حي الرمال,owner,,28,True
50000,3,1.0,2,100.0,15.0,,1.0,1.0,0.0,حي النموذجية,exclusive_marketer,4.54,27,False
38000,3,1.0,2,150.0,13.0,0.0,1.0,1.0,0.0,حي النرجس,normal_marketer,4.17,6,True
60000,3,1.0,3,200.0,5.0,0.0,1.0,1.0,0.0,حي النرجس,exclusive_marketer,4.38,17,True
25000,2,1.0,2,110.0,30.0,0.0,1.0,1.0,0.0,حي اليرموك,exclusive_marketer,4.59,25,True
32000,2,1.0,2,120.0,20.0,5.0,1.0,1.0,0.0,حي العارض,normal_marketer,4.65,32,False
28000,3,1.0,2,120.0,15.0,2.0,0.0,0.0,0.0,حي المونسية,owner,5.0,27,True
33000,2,1.0,1,120.0,36.0,4.0,1.0,1.0,0.0,حي الملقا,exclusive_marketer,4.25,6,True
18000,1,0.0,1,30.0,20.0,5.0,0.0,1.0,0.0,حي غرناطة,normal_marketer,4.31,88,True
30000,1,1.0,1,50.0,30.0,4.0,1.0,1.0,0.0,حي الياسمين,owner,4.52,62,False
42000,3,1.0,3,140.0,15.0,7.0,1.0,1.0,0.0,حي الياسمين,exclusive_marketer,4.43,42,True
45000,3,1.0,2,150.0,5.0,1.0,1.0,1.0,0.0,حي قرطبة,owner,,17,False
32000,2,1.0,1,90.0,5.0,0.0,1.0,1.0,0.0,حي اليرموك,owner,3.5,79,False
35000,3,1.0,3,300.0,5.0,,1.0,0.0,0.0,حي المونسية,normal_marketer,4.34,54,True
20000,1,0.0,1,90.0,40.0,3.0,1.0,1.0,0.0,حي الملقا,owner,4.07,129,False
75000,3,1.0,3,166.0,36.0,,1.0,1.0,0.0,حي النرجس,owner,4.28,22,True
90000,3,1.0,3,200.0,20.0,0.0,1.0,1.0,0.0,حي حطين,owner,4.85,61,False
24000,4,1.0,2,,,4.0,1.0,0.0,0.0,حي القادسية,normal_marketer,3.81,15,True
32000,2,1.0,1,90.0,20.0,5.0,1.0,1.0,0.0,حي اليرموك,normal_marketer,4.35,18,False
21000,1,0.0,1,50.0,5.0,0.0,1.0,1.0,0.0,حي النفل,owner,4.37,58,False
55000,3,1.0,2,200.0,36.0,1.0,1.0,1.0,0.0,حي النرجس,normal_marketer,4.47,6,True
32000,5,1.0,3,170.0,5.0,5.0,1.0,0.0,0.0,حي ظهرة لبن,owner,,35,False
55000,4,1.0,3,125.0,30.0,1.0,1.0,1.0,0.0,حي العارض,exclusive_marketer,4.39,34,False
80000,2,1.0,2,98.0,36.0,,1.0,1.0,0.0,حي الملقا,exclusive_marketer,4.42,15,True
18500,4,1.0,2,18000.0,15.0,17.0,1.0,0.0,0.0,حي طويق,exclusive_marketer,5.0,43,True
24000,3,1.0,2,150.0,25.0,,1.0,0.0,0.0,حي الخليج,owner,4.34,84,False
37500,3,1.0,2,150.0,5.0,3.0,1.0,0.0,0.0,حي النرجس,normal_marketer,3.75,4,True
35000,1,1.0,1,,,,1.0,1.0,1.0,حي المعذر الشمالي,exclusive_marketer,4.69,91,False
15000,1,0.0,1,63.0,35.0,35.0,1.0,0.0,0.0,حي الوزارات,owner,4.29,37,False
65000,3,1.0,3,156.0,15.0,0.0,1.0,1.0,0.0,حي حطين,normal_marketer,3.98,19,False
42000,2,1.0,1,120.0,64.0,1.0,1.0,1.0,0.0,حي الخليج,exclusive_marketer,4.54,18,True
30000,1,1.0,1,70.0,5.0,0.0,1.0,1.0,0.0,حي النفل,owner,4.37,58,False
34000,2,1.0,1,80.0,30.0,0.0,1.0,1.0,0.0,حي الملقا,owner,4.17,18,True
29000,3,1.0,2,120.0,7.0,0.0,1.0,0.0,0.0,حي الفيحاء,exclusive_marketer,4.41,13,True
22000,4,1.0,2,145.0,5.0,10.0,1.0,0.0,0.0,حي بدر,exclusive_marketer,4.47,22,False
19000,1,0.0,1,150.0,38.0,1.0,1.0,1.0,0.0,حي الملقا,owner,4.29,4,True
32000,3,1.0,2,160.0,15.0,0.0,1.0,0.0,0.0,حي النهضة,owner,2.93,6,True
52000,3,1.0,2,100.0,36.0,0.0,1.0,1.0,0.0,حي الازدهار,owner,5.0,50,False
14000,3,1.0,2,500.0,15.0,15.0,0.0,0.0,0.0,حي ظهرة البديعة,exclusive_marketer,4.45,18,False
22000,4,1.0,2,100.0,5.0,2.0,1.0,0.0,0.0,حي المهدية,exclusive_marketer,4.5,57,True
18000,1,0.0,1,80.0,5.0,0.0,0.0,1.0,1.0,حي اليرموك,owner,3.5,100,False
19000,1,1.0,1,70.0,21.0,3.0,1.0,1.0,0.0,حي اشبيلية,exclusive_marketer,4.31,156,False
65000,3,2.0,3,178.0,42.0,0.0,0.0,1.0,0.0,حي المونسية,exclusive_marketer,4.26,33,False
25000,3,1.0,2,200.0,25.0,,0.0,0.0,0.0,حي المونسية,exclusive_marketer,4.36,7,True
28000,4,1.0,2,5.0,5.0,3.0,1.0,1.0,0.0,حي القادسية,exclusive_marketer,4.36,3,True
37000,3,1.0,3,325.0,15.0,3.0,0.0,0.0,0.0,حي النرجس,agent,4.54,18,True
27000,1,1.0,1,60.0,29.0,4.0,1.0,1.0,0.0,حي النرجس,owner,4.52,74,False
24000,4,1.0,2,,,0.0,0.0,0.0,0.0,حي المهدية,exclusive_marketer,4.16,33,False
30000,2,1.0,1,150.0,30.0,0.0,1.0,1.0,0.0,حي اليرموك,exclusive_marketer,3.4,46,False
75000,2,1.0,3,160.0,44.0,0.0,1.0,1.0,0.0,حي القيروان,exclusive_marketer,4.26,29,True
80000,3,2.0,3,150.0,30.0,0.0,1.0,1.0,0.0,حي الندى,owner,4.06,20,False
17000,3,1.0,2,400.0,27.0,2.0,0.0,0.0,0.0,حي عكاظ,owner,5.0,4,True
45000,3,1.0,2,140.0,20.0,0.0,1.0,1.0,1.0,حي الحمراء,owner,4.75,11,True
70000,3,1.0,3,136.0,20.0,10.0,1.0,1.0,0.0,حي حطين,owner,,6,True
23000,1,1.0,1,80.0,71.0,0.0,1.0,1.0,0.0,حي اليرموك,exclusive_marketer,4.54,15,True
26000,1,1.0,1,64.0,20.0,0.0,1.0,1.0,0.0,حي الملز,exclusive_marketer,4.0,52,False
75000,3,1.0,3,450.0,20.0,2.0,1.0,1.0,0.0,حي الصحافة,normal_marketer,3.74,43,False
54000,3,1.0,3,190.0,30.0,0.0,1.0,1.0,0.0,حي الملقا,exclusive_marketer,5.0,82,True
65000,5,1.0,2,140.0,28.0,10.0,1.0,0.0,1.0,حي الياسمين,owner,,42,False
45000,4,1.0,2,150.0,15.0,2.0,1.0,1.0,0.0,حي النرجس,exclusive_marketer,4.54,35,False
28000,3,1.0,2,140.0,15.0,0.0,0.0,0.0,0.0,حي مطار الملك خالد الدولي,normal_marketer,3.74,39,False
50000,4,1.0,3,160.0,15.0,1.0,1.0,1.0,0.0,حي العارض,normal_marketer,3.94,24,False
28000,1,1.0,1,50.0,27.0,0.0,1.0,1.0,1.0,حي اليرموك,exclusive_marketer,4.43,71,False
75000,3,1.0,3,166.0,32.0,0.0,1.0,0.0,0.0,حي النرجس,exclusive_marketer,4.31,33,False
34000,2,1.0,1,80.0,36.0,3.0,1.0,1.0,0.0,حي الملقا,owner,4.54,178,False
21000,1,1.0,1,150.0,40.0,4.0,1.0,1.0,0.0,حي اليرموك,exclusive_marketer,,54,True
75000,3,1.0,3,120.0,5.0,0.0,1.0,1.0,0.0,حي الياسمين,exclusive_marketer,4.6,168,False
55000,3,1.0,2,100.0,30.0,1.0,1.0,1.0,0.0,حي النرجس,exclusive_marketer,4.2,12,True
74000,3,1.0,3,171.0,32.0,0.0,1.0,1.0,0.0,حي النرجس,owner,4.43,67,True
43000,2,1.0,4,130.0,30.0,3.0,1.0,1.0,0.0,حي العارض,normal_marketer,4.39,14,True
38000,2,1.0,2,160.0,14.0,3.0,1.0,1.0,0.0,حي الملقا,exclusive_marketer,4.37,54,True
30000,2,1.0,2,2.0,5.0,0.0,0.0,0.0,0.0,حي العارض,agent,3.5,158,True
18000,2,1.0,1,300.0,15.0,15.0,1.0,1.0,0.0,حي الشفا,owner,5.0,9,True
40000,3,1.0,2,180.0,20.0,4.0,1.0,1.0,0.0,حي قرطبة,normal_marketer,4.19,9,True
50000,3,1.0,3,160.0,18.0,0.0,1.0,1.0,0.0,حي العارض,normal_marketer,3.74,18,True
160000,4,1.0,4,250.0,5.0,0.0,1.0,1.0,1.0,حي القيروان,exclusive_marketer,4.16,196,False
20000,1,0.0,1,33.0,5.0,0.0,0.0,1.0,1.0,حي اليرموك,owner,4.37,56,False
50000,2,1.0,3,150.0,20.0,,1.0,1.0,0.0,حي العليا,owner,4.32,20,False
32000,3,1.0,2,150.0,18.0,2.0,0.0,0.0,0.0,حي العارض,normal_marketer,4.17,15,True
95000,2,2.0,4,170.0,5.0,0.0,1.0,1.0,0.0,حي الرائد,normal_marketer,3.75,18,True
35000,1,1.0,1,80.0,25.0,4.0,1.0,1.0,0.0,حي الملقا,owner,4.52,81,False
28000,1,1.0,1,150.0,27.0,4.0,1.0,1.0,0.0,حي المروج,exclusive_marketer,4.26,35,False
65000,7,2.0,5,200.0,30.0,4.0,1.0,1.0,0.0,حي الملقا,owner,,45,False
42000,2,1.0,1,150.0,60.0,0.0,1.0,1.0,0.0,حي الخليج,exclusive_marketer,4.54,17,True
27000,3,1.0,2,200.0,20.0,6.0,1.0,0.0,0.0,حي النهضة,normal_marketer,4.37,7,True
34000,2,1.0,1,110.0,36.0,6.0,1.0,1.0,0.0,حي الياسمين,agent,2.0,56,True
27000,4,1.0,2,1.0,15.0,4.0,0.0,1.0,0.0,حي القادسية,normal_marketer,4.69,7,True
25000,2,1.0,1,30.0,,15.0,1.0,1.0,0.0,حي النزهة,exclusive_marketer,4.04,67,False
28000,2,1.0,1,100.0,59.0,2.0,1.0,1.0,0.0,حي اشبيلية,exclusive_marketer,4.43,49,False
84000,3,2.0,3,150.0,25.0,0.0,1.0,1.0,0.0,حي الملقا,owner,4.47,16,False
27000,1,1.0,1,100.0,50.0,2.0,1.0,1.0,1.0,حي اليرموك,exclusive_marketer,4.43,40,False
58500,2,1.0,1,,,0.0,1.0,1.0,1.0,حي الياسمين,,5.0,44,False
24000,1,0.0,1,60.0,5.0,0.0,1.0,1.0,0.0,حي الملقا,owner,4.37,85,False
50000,4,1.0,3,273.0,15.0,0.0,1.0,1.0,0.0,حي العارض,normal_marketer,4.17,26,True
31000,2,2.0,2,700.0,38.0,1.0,1.0,1.0,0.0,حي العارض,agent,3.74,41,False
18000,1,0.0,1,120.0,22.0,0.0,1.0,1.0,0.0,حي العارض,owner,4.49,163,True
75000,4,1.0,4,150.0,20.0,0.0,1.0,1.0,0.0,حي النرجس,owner,4.0,36,False
50000,3,1.0,2,150.0,15.0,2.0,1.0,1.0,0.0,حي قرطبة,normal_marketer,3.94,23,False
70000,3,1.0,3,139.0,36.0,0.0,1.0,1.0,0.0,حي قرطبة,exclusive_marketer,4.77,68,False
75000,2,1.0,3,200.0,20.0,0.0,1.0,1.0,0.0,حي القيروان,owner,5.0,27,True
40000,3,1.0,2,140.0,15.0,0.0,0.0,1.0,0.0,حي العارض,normal_marketer,3.74,20,True
70000,4,1.0,3,210.0,36.0,0.0,1.0,1.0,0.0,حي الملقا,owner,3.98,90,False
26000,1,1.0,1,170.0,5.0,0.0,1.0,1.0,0.0,حي الياسمين,owner,4.17,159,False
60000,3,1.0,2,180.0,28.0,0.0,1.0,1.0,0.0,حي النرجس,normal_marketer,4.79,23,False
50000,3,1.0,3,250.0,28.0,0.0,1.0,1.0,0.0,حي العليا,exclusive_marketer,3.74,69,True
70000,4,1.0,3,150.0,36.0,,1.0,1.0,0.0,حي الندى,exclusive_marketer,4.0,52,True
35000,2,1.0,2,1.0,5.0,0.0,1.0,0.0,0.0,حي العارض,normal_marketer,4.21,37,True
70000,3,2.0,3,200.0,35.0,0.0,1.0,1.0,0.0,حي القيروان,owner,3.51,7,True
68000,3,2.0,3,200.0,36.0,0.0,1.0,1.0,0.0,حي الياسمين,owner,4.85,17,True
27000,1,1.0,1,80.0,5.0,0.0,1.0,1.0,0.0,حي الملك فيصل,owner,4.37,77,False
30000,2,1.0,2,120.0,26.0,2.0,1.0,1.0,0.0,حي القيروان,normal_marketer,4.28,3,True
37000,2,1.0,1,150.0,5.0,0.0,1.0,1.0,0.0,حي النزهة,exclusive_marketer,4.48,61,False
42000,3,1.0,2,150.0,37.0,0.0,1.0,0.0,0.0,حي قرطبة,exclusive_marketer,4.26,4,True
89000,3,1.0,3,145.0,30.0,0.0,1.0,1.0,0.0,حي الندى,owner,,86,False
22000,1,1.0,1,60.0,31.0,5.0,1.0,1.0,0.0,حي اشبيلية,exclusive_marketer,5.0,19,False
25000,4,1.0,2,200.0,20.0,0.0,1.0,0.0,0.0,حي المهدية,normal_marketer,4.17,2,True
65000,3,1.0,4,153.0,,,1.0,1.0,,حي قرطبة,exclusive_marketer,5.0,50,False
20000,3,1.0,2,300.0,15.0,0.0,0.0,0.0,0.0,حي الرمال,normal_marketer,4.52,2,True
70000,3,1.0,4,160.0,36.0,0.0,1.0,1.0,0.0,حي قرطبة,agent,3.69,15,True
50000,3,2.0,3,190.0,26.0,0.0,1.0,1.0,0.0,حي العارض,normal_marketer,4.28,17,True
22000,1,1.0,1,80.0,90.0,5.0,1.0,1.0,1.0,حي اشبيلية,,4.54,73,True
38000,2,2.0,3,200.0,15.0,5.0,1.0,1.0,0.0,حي الياسمين,owner,5.0,40,False
70000,3,1.0,2,140.0,48.0,,1.0,1.0,0.0,حي الياسمين,exclusive_marketer,4.46,33,False
70000,4,2.0,4,200.0,20.0,14.0,1.0,1.0,0.0,حي الغدير,exclusive_marketer,4.74,64,False
30000,2,1.0,1,72.0,15.0,6.0,1.0,1.0,0.0,حي العقيق,normal_marketer,4.34,22,True
34000,3,1.0,2,150.0,15.0,0.0,1.0,1.0,0.0,حي العارض,exclusive_marketer,4.31,11,True
21000,1,1.0,1,7.0,26.0,1.0,1.0,1.0,0.0,حي اشبيلية,normal_marketer,4.4,39,True
18000,1,0.0,1,40.0,11.0,5.0,1.0,1.0,0.0,حي غرناطة,exclusive_marketer,4.67,116,False
25000,3,1.0,2,180.0,20.0,10.0,0.0,0.0,0.0,حي لبن,owner,5.0,31,True
25000,1,1.0,1,70.0,13.0,4.0,1.0,1.0,0.0,حي اشبيلية,exclusive_marketer,4.67,116,False
45000,3,1.0,2,150.0,25.0,0.0,1.0,1.0,0.0,حي العارض,exclusive_marketer,4.43,42,True
23000,1,1.0,1,300.0,39.0,1.0,1.0,1.0,0.0,حي الشهداء,owner,4.29,7,True
57000,4,1.0,3,160.0,35.0,0.0,1.0,1.0,0.0,حي النرجس,normal_marketer,4.07,48,False
25000,2,1.0,1,60.0,5.0,10.0,1.0,1.0,0.0,حي الورود,agent,4.55,4,True
60000,2,1.0,2,1.0,20.0,0.0,1.0,1.0,0.0,حي النرجس,exclusive_marketer,4.75,36,False
42000,3,1.0,2,350.0,16.0,0.0,1.0,1.0,0.0,حي العارض,owner,4.2,41,False
30000,1,0.0,1,100.0,5.0,0.0,1.0,1.0,0.0,حي العقيق,exclusive_marketer,4.48,24,True
25000,1,1.0,1,60.0,5.0,5.0,1.0,1.0,0.0,حي المونسية,normal_marketer,4.35,62,False
40000,3,1.0,2,120.0,20.0,4.0,1.0,1.0,0.0,حي النرجس,exclusive_marketer,4.48,46,True
75000,3,1.0,3,170.0,20.0,0.0,1.0,0.0,0.0,حي النرجس,exclusive_marketer,4.35,19,False
20000,5,1.0,2,167.0,5.0,10.0,0.0,0.0,0.0,حي بدر,owner,5.0,56,False
37000,3,1.0,2,130.0,5.0,8.0,1.0,1.0,0.0,حي العقيق,normal_marketer,4.71,63,False
20000,3,1.0,2,155.0,18.0,3.0,1.0,0.0,0.0,حي الرمال,owner,4.03,20,False
80000,3,1.0,3,160.0,41.0,,1.0,1.0,0.0,حي النرجس,owner,4.39,31,False
19500,1,1.0,1,,,5.0,0.0,1.0,0.0,حي الضباط,exclusive_marketer,4.82,17,True
70000,4,1.0,3,150.0,36.0,0.0,1.0,1.0,0.0,حي الشهداء,exclusive_marketer,4.6,111,True
50000,4,1.0,3,150.0,15.0,0.0,1.0,1.0,0.0,حي العارض,normal_marketer,4.31,8,True
40000,2,1.0,1,3.0,40.0,4.0,1.0,1.0,0.0,حي المروج,normal_marketer,4.3,25,False
40000,5,1.0,3,191.0,21.0,0.0,0.0,0.0,0.0,حي طويق,normal_marketer,4.48,31,False
22000,1,1.0,1,120.0,17.0,0.0,1.0,1.0,0.0,حي اليرموك,,,19,False
75000,3,1.0,3,180.0,36.0,,1.0,1.0,0.0,حي الياسمين,normal_marketer,4.44,16,True
85000,4,1.0,3,170.0,21.0,0.0,1.0,1.0,0.0,حي الملقا,owner,4.85,50,True
50000,3,1.0,2,150.0,15.0,0.0,1.0,1.0,0.0,حي النرجس,normal_marketer,3.97,37,False
130000,3,2.0,3,160.0,5.0,0.0,1.0,1.0,1.0,حي المحمدية,exclusive_marketer,4.43,12,True
40000,2,1.0,2,180.0,20.0,0.0,1.0,1.0,0.0,حي الياسمين,normal_marketer,3.75,18,True
75000,3,1.0,4,280.0,20.0,0.0,1.0,1.0,0.0,حي الشهداء,exclusive_marketer,4.08,36,False
165000,3,1.0,4,144.0,25.0,1.0,1.0,1.0,0.0,حي الصحافة,owner,,53,True
24000,3,1.0,2,0.0,0.0,3.0,1.0,0.0,0.0,حي السلام,,4.55,1696,False
40000,3,1.0,2,130.0,21.0,0.0,1.0,1.0,0.0,حي العارض,owner,4.29,12,True
95000,3,1.0,2,220.0,20.0,0.0,1.0,1.0,0.0,حي العارض,normal_marketer,4.34,83,False
32000,3,1.0,2,160.0,15.0,2.0,0.0,0.0,0.0,حي العارض,,4.28,31,False
50000,3,1.0,2,150.0,20.0,0.0,1.0,1.0,0.0,حي العارض,owner,4.1,21,True
25000,3,1.0,2,450.0,14.0,5.0,0.0,0.0,0.0,حي المونسية,owner,4.31,23,True
60000,4,2.0,3,130.0,15.0,0.0,1.0,1.0,0.0,حي الملقا,normal_marketer,4.56,32,False
85000,4,1.0,4,99.0,19.0,0.0,1.0,1.0,0.0,حي الملقا,normal_marketer,4.0,29,True
30000,3,1.0,2,140.0,15.0,0.0,0.0,0.0,0.0,حي النرجس,normal_marketer,4.7,19,False
28000,2,1.0,1,70.0,30.0,4.0,1.0,1.0,0.0,حي اليرموك,exclusive_marketer,4.33,21,False
27000,2,0.0,1,5.0,33.0,2.0,1.0,1.0,0.0,حي الشهداء,normal_marketer,4.4,38,True
37000,1,1.0,1,70.0,5.0,0.0,1.0,1.0,0.0,حي الملك فيصل,exclusive_marketer,4.43,22,False
33000,2,1.0,2,90.0,21.0,6.0,1.0,1.0,0.0,حي اشبيلية,normal_marketer,4.35,9,True
45000,4,1.0,2,200.0,18.0,3.0,1.0,1.0,0.0,حي النرجس,normal_marketer,4.58,31,False
60000,4,1.0,3,170.0,22.0,1.0,1.0,1.0,0.0,حي الملقا,exclusive_marketer,4.26,31,False
25000,1,1.0,1,30.0,5.0,0.0,1.0,1.0,0.0,حي الملك فيصل,owner,4.37,23,False
33000,2,1.0,1,100.0,29.0,4.0,1.0,1.0,0.0,حي الملقا,owner,4.52,78,False
22000,1,0.0,1,80.0,32.0,5.0,1.0,1.0,1.0,حي الشهداء,normal_marketer,4.43,94,True
120000,3,1.0,3,140.0,30.0,0.0,0.0,1.0,0.0,حي القيروان,normal_marketer,4.34,60,False
40000,3,1.0,2,150.0,15.0,0.0,0.0,1.0,0.0,حي العارض,normal_marketer,3.94,24,False
30000,2,1.0,2,120.0,20.0,5.0,1.0,1.0,0.0,حي القيروان,normal_marketer,4.28,3,True
50000,3,1.0,4,163.0,22.0,,1.0,1.0,0.0,حي النرجس,exclusive_marketer,4.47,70,False
25000,4,0.0,2,150.0,22.0,1.0,1.0,0.0,0.0,حي الرمال,normal_marketer,4.22,40,False
30000,3,1.0,2,425.0,20.0,1.0,1.0,1.0,0.0,حي العارض,exclusive_marketer,4.39,79,False
70000,3,1.0,3,180.0,40.0,0.0,1.0,1.0,0.0,حي العارض,exclusive_marketer,4.58,58,False
17000,1,0.0,1,80.0,20.0,0.0,1.0,1.0,0.0,حي الياسمين,normal_marketer,4.22,6,True
80000,3,1.0,3,11111100.0,5.0,0.0,1.0,1.0,0.0,حي النفل,owner,3.8,141,False
120000,3,1.0,3,140.0,5.0,0.0,0.0,1.0,0.0,حي القيروان,owner,,73,False
38000,3,1.0,2,190.0,36.0,,1.0,0.0,0.0,حي الروضة,exclusive_marketer,4.35,139,False
28000,2,1.0,1,180.0,32.0,5.0,1.0,1.0,0.0,حي الملك فيصل,exclusive_marketer,4.43,40,False
10000,1,0.0,2,120.0,5.0,0.0,1.0,0.0,0.0,حي ام سليم,normal_marketer,4.38,133,False
65000,4,2.0,4,160.0,21.0,,1.0,1.0,0.0,حي القيروان,normal_marketer,4.27,9,True
85000,3,1.0,3,128.0,30.0,0.0,1.0,1.0,0.0,حي الندى,agent,,34,False
27000,2,1.0,1,80.0,10.0,6.0,1.0,1.0,0.0,حي اشبيلية,exclusive_marketer,4.67,104,False
13000,3,1.0,1,100.0,,34.0,,,,حي العود,exclusive_marketer,4.38,33,False
30000,3,1.0,2,350.0,15.0,2.0,1.0,0.0,0.0,حي المونسية,exclusive_marketer,4.34,76,True
22000,3,1.0,2,200.0,18.0,0.0,0.0,0.0,0.0,حي الرمال,normal_marketer,4.17,8,True
75000,3,1.0,3,166.0,20.0,0.0,1.0,1.0,0.0,حي النرجس,normal_marketer,3.75,33,False
32000,2,1.0,2,150.0,19.0,0.0,1.0,0.0,0.0,حي النرجس,normal_marketer,4.29,16,True
37500,3,1.0,2,150.0,15.0,3.0,1.0,0.0,0.0,حي النرجس,normal_marketer,3.75,4,True
25000,3,1.0,3,150.0,20.0,4.0,1.0,0.0,0.0,حي المونسية,exclusive_marketer,4.08,42,True
45000,3,1.0,2,150.0,19.0,0.0,1.0,1.0,0.0,حي النرجس,normal_marketer,4.67,20,False
25000,3,1.0,2,150.0,20.0,1.0,1.0,0.0,0.0,حي القادسية,exclusive_marketer,4.08,21,True
60000,4,1.0,3,350.0,20.0,9.0,1.0,1.0,0.0,حي العارض,normal_marketer,4.21,72,False
41000,2,1.0,2,140.0,16.0,4.0,1.0,1.0,0.0,حي قرطبة,owner,4.39,28,False
60000,4,1.0,2,4.0,52.0,2.0,1.0,1.0,0.0,حي العليا,normal_marketer,4.3,83,True
60000,4,1.0,4,170.0,30.0,9.0,1.0,1.0,0.0,حي الغدير,normal_marketer,4.5,162,False
15000,3,1.0,2,120.0,20.0,0.0,1.0,0.0,0.0,حي عكاظ,owner,4.38,173,False
70000,3,2.0,3,125.0,31.0,0.0,1.0,1.0,0.0,حي الشهداء,exclusive_marketer,4.39,13,True
20000,1,0.0,1,30.0,24.0,2.0,1.0,1.0,0.0,حي الملقا,owner,4.52,54,False
50000,2,1.0,2,140.0,30.0,0.0,1.0,0.0,0.0,حي قرطبة,exclusive_marketer,4.08,61,False
20000,1,1.0,1,190.0,25.0,2.0,1.0,1.0,0.0,حي اليرموك,owner,4.49,167,True
120000,3,1.0,3,150.0,30.0,0.0,1.0,1.0,1.0,حي الرحمانية,exclusive_marketer,4.4,20,False
85000,4,1.0,3,208.0,39.0,0.0,1.0,1.0,0.0,حي القيروان,exclusive_marketer,4.26,60,False
40200,3,0.0,1,215.0,30.0,7.0,1.0,1.0,1.0,حي العقيق,owner,,55,True
45000,3,1.0,3,200.0,25.0,2.0,1.0,0.0,0.0,حي النرجس,normal_marketer,4.52,16,True
31000,1,1.0,1,134.0,20.0,1.0,1.0,1.0,0.0,حي النفل,normal_marketer,4.47,5,True
65000,2,1.0,2,,,12.0,1.0,1.0,0.0,حي الصحافة,,4.23,91,False
35000,1,1.0,2,1.0,20.0,3.0,0.0,1.0,0.0,حي العارض,exclusive_marketer,3.75,32,False
17000,4,1.0,2,161.0,5.0,2.0,1.0,0.0,0.0,حي عكاظ,owner,5.0,26,True
15000,3,0.0,2,100.0,20.0,5.0,1.0,1.0,0.0,حي طويق,exclusive_marketer,3.73,115,True
70000,3,2.0,3,155.0,39.0,2.0,1.0,1.0,0.0,حي الملقا,exclusive_marketer,4.26,82,False
